Drink,DrinkThumb,Glass,Ingredient1,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Instructions,Description,unit1,combined1,unit2,combined2,unit3,combined3,unit4,combined4,unit5,combined5,unit6,combined6,unit7,combined7,unit8,combined8,unit9,combined9,unit10,combined10,unit11,combined11,unit12,combined12,unit13,combined13,unit14,combined14,unit15,combined15
Victor,Http://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,Cocktail Glass,Gin,,,,,,,Sweet Vermouth,Brandy,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Victor: A sophisticated and refreshing cocktail that blends vodka, elderflower liqueur, lime juice, and a splash of soda water. The Victor is a light and floral drink with a citrusy twist. The combination of vodka's clean and crisp profile, the delicate sweetness of elderflower liqueur, and the zing of lime juice creates a well-balanced and invigorating cocktail. Finished with a touch of soda water, it's a perfect choice for those who enjoy a vibrant and easy-drinking cocktail.",ml,45,ml,15,ml,15,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Victory Collins,Http://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,Collins Glass,Vodka,,,,,,,Lemon Juice,Grape Juice,Powdered Sugar,Orange,,,,,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,"Victory Collins: A vibrant and fruity cocktail that features gin, cranberry juice, lime juice, simple syrup, and soda water. The Victory Collins is a refreshing drink that combines the botanical notes of gin with the tartness of cranberry and lime juices. The addition of simple syrup balances the flavors, while the soda water adds a lively effervescence. Served over ice and garnished with a lime wedge, it's a cocktail that brings a sense of celebration and triumph.",ml,45,ml,90,ml,90,ml,5,slice , 1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Vodka And Tonic,Http://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,Highball Glass,Vodka,,,,,,,Tonic Water,,,,,,,,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.","Vodka and Tonic: A classic and straightforward cocktail that combines vodka and tonic water. The Vodka and Tonic is a popular choice for those who prefer a clean and simple drink. The neutrality of vodka allows the crisp and refreshing qualities of the tonic water to shine through, resulting in a refreshing and effervescent cocktail.",ml,60,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Vodka Fizz,Http://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,White Wine Glass,Vodka,,,,,,,Half-and-half,Limeade,Ice,Nutmeg,,,,,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.","Vodka Fizz: Vodka Fizz is a refreshing and effervescent cocktail made with vodka, lemon juice, sugar, and soda water. It is typically served over ice and garnished with a lemon twist or wedge. The drink combines the clean and crisp flavors of vodka with the tanginess of lemon and the bubbly texture of soda water, resulting in a light and zesty beverage.",ml,60,ml,60,ml,60,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Vodka Martini,Http://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,Cocktail Glass,Vodka,,,,,,,Dry Vermouth,Olive,,,,,,,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.","Vodka Martini: Vodka Martini, also known as a Vodkatini or Vodka Martini Cocktail, is a classic cocktail that features vodka and dry vermouth. It is a variation of the iconic Martini, where gin is replaced with vodka. The cocktail is typically stirred with ice and strained into a martini glass, often garnished with a lemon twist or olive. The Vodka Martini offers a smooth and sophisticated taste with the distinct character of vodka.",ml,45,ml,22.5,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Vodka Russian,Http://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,Collins Glass,Vodka,,,,,,,Schweppes Russchian,,,,,,,,Mix it as a ordinary drink .,"Vodka Russian: Vodka Russian, commonly referred to as a Black Russian, is a simple and indulgent cocktail made with vodka and coffee liqueur, such as Kahlua. The drink is usually served over ice in an old-fashioned glass without any additional mixers. The combination of vodka and coffee liqueur creates a rich and velvety cocktail with a hint of sweetness. It is a popular choice for those who enjoy the deep flavors of coffee and the smoothness of vodka.",ml,60,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Waikiki Beachcomber,Http://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,Cocktail Glass,Triple Sec,,,,,,,Gin,Pineapple Juice,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Waikiki Beachcomber: A tropical and fruity cocktail that transports you to the sunny shores of Waikiki. This delightful drink combines rum, pineapple juice, orange juice, and a splash of grenadine. The Waikiki Beachcomber is a vibrant and refreshing cocktail with the perfect balance of sweetness and tanginess. The tropical flavors of pineapple and orange juice complement the smoothness of rum, while the grenadine adds a touch of color and subtle sweetness. Served over ice and garnished with a pineapple wedge or cherry, it's a cocktail that brings the spirit of the islands to your glass.",ml,22.5,ml,22.5,ml,15,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Whiskey Sour,Http://www.thecocktaildb.com/images/media/drink/o56h041504352725.jpg,Old-fashioned Glass,Blended Whiskey,,,,,,,Lemon,Powdered Sugar,Cherry,Lemon,,,,,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.","Whiskey Sour: A timeless classic that showcases the rich flavors of whiskey with a perfect balance of sweet and sour. The Whiskey Sour combines whiskey, fresh lemon juice, and simple syrup. The result is a cocktail that is bold, tangy, and incredibly satisfying. The whiskey's robust and smoky notes are beautifully enhanced by the bright acidity of the lemon juice, while the simple syrup adds a touch of sweetness to round out the flavors. Garnished with a cherry or lemon slice, it's a cocktail that never goes out of style.",ml,60,, ,ml,2.5,, ,slice , 1/2,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Whisky Mac,Http://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,Collins Glass,Scotch,,,,,,,Wine,,,,,,,,Pour both of the ingredients into a wine goblet with no ice.,"Whisky Mac: A warming and comforting cocktail that combines Scotch whisky and ginger wine. The Whisky Mac is a drink that is perfect for colder days or cozy evenings. The smoky and rich flavors of Scotch whisky are complemented by the spicy and sweet notes of ginger wine, creating a unique and captivating combination. Served in a rocks glass with a twist of lemon peel, it's a cocktail that brings a sense of warmth and sophistication to any gathering.",ml,45,ml,30,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
White Lady,Http://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,Cocktail Glass,Gin,,,,,,,Triple Sec,Lemon Juice,,,,,,,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,"White Lady: A sophisticated and elegant cocktail that features gin, triple sec, and lemon juice. The White Lady is a classic drink with a timeless appeal. The botanical flavors of gin, the citrusy tang of lemon juice, and the subtle sweetness of triple sec come together harmoniously to create a well-balanced and refreshing cocktail. Served in a martini glass and garnished with a lemon twist, it's a drink that exudes grace and refinement.",, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
White Russian,Http://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,Old-fashioned Glass,Vodka,,,,,,,Coffee Liqueur,Light Cream,,,,,,,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,"White Russian: A creamy and indulgent cocktail that combines vodka, coffee liqueur, and cream. The White Russian is a velvety smooth drink that is perfect for those with a sweet tooth. The combination of vodka's neutrality, the rich flavors of coffee liqueur, and the luscious cream create a decadent and satisfying cocktail. Served over ice in an old-fashioned glass, it's a drink that invites you to sit back, relax, and savor its creamy goodness.",ml,60,ml,30,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Whitecap Margarita,Http://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,Margarita/coupette Glass,Ice,,,,,,,Tequila,Cream Of Coconut,Lime Juice,,,,,,Place all ingredients in a blender and blend until smooth. This makes one drink.,"Whitecap Margarita: A frosty and refreshing twist on the classic Margarita, the Whitecap Margarita combines tequila, triple sec, lime juice, and a splash of cream. This creamy and tangy cocktail offers a delightful contrast to the traditional Margarita. The tequila's vibrant and zesty flavors are balanced by the smoothness of the cream, while the lime juice adds a bright and citrusy kick. Served blended with ice and garnished with a lime wheel, it's a cocktail that brings a touch of indulgence to the tropical vibes of a Margarita.",ml,240,ml,60,ml,60,ml,45,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Wine Cooler,Http://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,Collins Glass,Red Wine,,,,,,,Lemon-lime Soda,Ice,,,,,,,Mix wine and soft drink. Pour into glass. Add ice.,"Wine Cooler: A light and effervescent cocktail that combines wine, soda water, and a splash of fruit juice. The Wine Cooler is a refreshing option for wine lovers who prefer a lighter and more spritzy experience. The choice of wine can vary, ranging from white wine to rosé or even red wine, depending on personal preference. The addition of soda water adds a fizzy texture, while the fruit juice brings a subtle hint of sweetness. Served over ice with a garnish of fresh fruit, it's a versatile cocktail that can be enjoyed on its own or as a delightful accompaniment to a leisurely meal or social gathering.",ml,60,ml,150,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Wine Punch,Http://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,Collins Glass,Red Wine,,,,,,,Lemon,Orange Juice,Orange,Pineapple Juice,,,,,Combine all of the ingredients and pour over a block of ice.,"Wine Punch: A vibrant and fruity concoction that combines wine, fresh fruits, and a splash of spirits. Wine Punch is a versatile and crowd-pleasing cocktail that can be customized to suit your taste. Choose your favorite wine, such as red, white, or rosé, and mix it with an assortment of sliced fruits like oranges, lemons, berries, and even tropical fruits like pineapple and mango. Add a touch of spirits like brandy or rum for an extra kick. The result is a colorful and refreshing punch that is perfect for parties and celebrations.",ml,500,, ,ml,240,, ,ml,240,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Yellow Bird,Http://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,Cocktail Glass,White Rum,,,,,,,Galliano,Triple Sec,Lime Juice,,,,,,Shake and strain into a chilled cocktail glass,"Yellow Bird: A tropical delight that captures the essence of the Caribbean. The Yellow Bird cocktail blends light and dark rum, orange liqueur, pineapple juice, and lime juice to create a sweet and tangy libation. This cocktail evokes visions of sandy beaches and swaying palm trees, with its tropical flavors and vibrant yellow hue. Served over ice and garnished with a pineapple wedge or cherry, the Yellow Bird is a taste of paradise in a glass.",ml,30,ml,50,ml,50,ml,50,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Yoghurt Cooler,Http://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,Highball Glass,Yoghurt,,,,,,,Fruit,Ice,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.","Yoghurt Cooler: A refreshing and healthy drink that combines yogurt, fruit, and a touch of sweetness. The Yoghurt Cooler is a great option for those looking for a lighter and nutritious beverage. Start with a base of plain or flavored yogurt and blend it with your choice of fruits like berries, bananas, or mangoes. Add a drizzle of honey or a sprinkle of cinnamon for added sweetness and flavor. The result is a creamy and refreshing cooler that is packed with probiotics and vitamins.",ml,240,ml,240,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Zambeer,Http://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,Collins Glass,Sambuca,,,,,,,Root Beer,Ice,,,,,,,Mix sambuca with rootbeer and stir. Add ice,"Zambeer: A spicy and invigorating cocktail that combines ginger beer, lime juice, and a splash of rum. The Zambeer is a twist on the classic Dark and Stormy, infusing it with the zesty flavors of lime. The ginger beer provides a fiery kick, while the rum adds depth and complexity. Served over ice in a tall glass and garnished with a lime wheel, it's a cocktail that will awaken your taste buds and leave you wanting more.",ml,45,ml,300,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Zenmeister,Http://www.thecocktaildb.com/images/media/drink/qyuvsu1479209462.jpg,Collins Glass,Jägermeister,,,,,,,Root Beer,,,,,,,,Mix together and enjoy,"Zenmeister: A soothing and zen-like cocktail that combines green tea, mint, lime juice, and a splash of vodka. The Zenmeister is a refreshing and rejuvenating drink that offers a harmonious blend of flavors. The green tea provides a gentle bitterness, while the mint and lime juice add a refreshing and citrusy twist. A splash of vodka adds a subtle kick without overpowering the drink. Served over ice and garnished with a sprig of mint, it's a cocktail that promotes relaxation and serenity.",ml,15,ml,15,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Ziemes Martini Apfelsaft,Http://www.thecocktaildb.com/images/media/drink/xnzr2p1485619687.jpg,Collins Glass,Vermouth,,,,,,,Apple Juice,,,,,,,,Serve without ice. At least the juice shold have room temperature.,"Ziemes Martini Apfelsaft: A delightful and crisp cocktail that combines apple juice, vodka, and a hint of lemon. Ziemes Martini Apfelsaft is a refreshing drink that showcases the natural sweetness of apple juice with the smoothness of vodka. The touch of lemon juice adds a subtle tang that balances the flavors. Served chilled in a martini glass and garnished with a thin apple slice, it's a cocktail that captures the essence of autumn and celebrates the flavors of the harvest.",ml,40,ml,160,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Zima Blaster,Http://www.thecocktaildb.com/images/media/drink/1wifuv1485619797.jpg,Hurricane Glass,Zima,,,,,,,Chambord Raspberry Liqueur,,,,,,,,"Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.","Zima Blaster: A fun and fizzy cocktail that combines Zima, a clear malt beverage, with your choice of flavored liqueur. The Zima Blaster allows for endless creativity, as you can mix and match different liqueurs to create your own unique flavor combination. From fruity options like peach or raspberry liqueur to herbal choices like mint or lavender liqueur, the possibilities are endless. Serve it in a tall glass with ice and garnish with a twist of citrus peel or a colorful cocktail umbrella for a playful and refreshing drink.",ml,360,ml,90,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
Zimadori Zinger,Http://www.thecocktaildb.com/images/media/drink/bw8gzx1485619920.jpg,Collins Glass,Midori Melon Liqueur,,,,,,,Zima,,,,,,,,Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,"Zimadori Zinger: A bold and invigorating cocktail that combines Zima, Midori melon liqueur, and a splash of lime juice. The Zimadori Zinger is a vibrant and tropical drink that packs a punch of flavor. The crisp and carbonated Zima pairs perfectly with the sweet and melon-infused Midori liqueur, while the tangy lime juice adds a refreshing twist. Served over ice in a highball glass and garnished with a lime wedge or melon ball, it's a cocktail that brings a burst of zesty excitement to any occasion.",ml,150,ml,360,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, 
